# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S082_2017_Jun_06_19_10_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:17:20 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B2-S082-T00(raw),MZ002H-Pool01-P008B2-S082-T12(raw),MZ002H-Pool02-P008B2-S082-T00(raw),MZ002H-Pool02-P008B2-S082-T12(raw),MZ002H-Pool03-P008B2-S082-T00(raw),MZ002H-Pool03-P008B2-S082-T12(raw),MZ002H-Pool04-P008B2-S082-T00(raw),MZ002H-Pool04-P008B2-S082-T12(raw),MZ002H-Pool05-P008B2-S082-T00(raw),MZ002H-Pool05-P008B2-S082-T12(raw),MZ002H-Pool06-P008B2-S082-T00(raw),MZ002H-Pool06-P008B2-S082-T12(raw),MZ002H-Pool07-P008B2-S082-T00(raw),MZ002H-Pool07-P008B2-S082-T12(raw),MZ002H-Pool08-P008B2-S082-T00(raw),MZ002H-Pool08-P008B2-S082-T12(raw),MZ002H-Pool09-P008B2-S082-T00(raw),MZ002H-Pool09-P008B2-S082-T12(raw),MZ002H-Pool10-P008B2-S082-T00(raw),MZ002H-Pool10-P008B2-S082-T12(raw),MZ002H-Pool11-P008B2-S082-T00(raw),MZ002H-Pool11-P008B2-S082-T12(raw),MZ002H-Pool12-P008B2-S082-T00(raw),MZ002H-Pool12-P008B2-S082-T12(raw),MZ002H-Pool13-P008B2-S082-T00(raw),MZ002H-Pool13-P008B2-S082-T12(raw),MZ002H-Pool14-P008B2-S082-T00(raw),MZ002H-Pool14-P008B2-S082-T12(raw),MZ002H-Pool15-P008B2-S082-T00(raw),MZ002H-Pool15-P008B2-S082-T12(raw),MZ002H-Pool16-P008B2-S082-T00(raw),MZ002H-Pool16-P008B2-S082-T12(raw),MZ002H-Pool17-P008B2-S082-T00(raw),MZ002H-Pool17-P008B2-S082-T12(raw),MZ002H-Pool18-P008B2-S082-T00(raw),MZ002H-Pool18-P008B2-S082-T12(raw),MZ002H-Pool19-P008B2-S082-T00(raw),MZ002H-Pool19-P008B2-S082-T12(raw),MZ002H-Pool20-P008B2-S082-T00(raw),MZ002H-Pool20-P008B2-S082-T12(raw),MZ002H-Pool21-P008B2-S082-T00(raw),MZ002H-Pool21-P008B2-S082-T12(raw),MZ002H-Pool97-P008B2-S082-T00(raw),MZ002H-Pool97-P008B2-S082-T12(raw),MZ002H-Pool98-P008B2-S082-T00(raw),MZ002H-Pool98-P008B2-S082-T12(raw),MZ002H-Pool99-P008B2-S082-T00(raw),MZ002H-Pool99-P008B2-S082-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
291.1988@3.458,1,1,1,1,1,1,1,1,1,1,113538,54403,1,1,1,1,1,1,73003,30940,1,1,1,1,1,1,1,1,1,1,94911,63068,1,1,98177,47824,1,1,1,1,1,1,1,1,1,1,1,1,291.1988@3.458,291.1988,3.458,8,+,"(292.2061, 22836.34)(293.2089, 5114.61)(294.2068, 1832.33)"
425.224@3.4550004,129618,1,1,1,1,1,1,1,1,142566,139436,140428,1,1,1,122082,132542,1,1,127657,1,1,1,1,129541,76190,1,1,1,1,1,1,1,1,1,1,1,67352,1,64384,63383,133171,1,1,1,133807,1,1,425.224@3.4550004,425.224,3.4550004,14,+,"(873.4407, 632.82)(426.2311, 12440.73)(427.2482, 2192.87)(428.2187, 11654.79)(429.2177, 1297.0)(430.2242, 1280.15)(851.462, 415.07)"
419.8864@3.452,1,1,1,1,1,1,1,1,1,1,1,27293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,419.8864@3.452,419.8864,3.452,1,+,"(420.8938, 5281.06)(840.774, 312.84)"
356.138@3.5302498,100636,129900,1,1,1,1,1,1,1,1,180680,157387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,158107,136460,1,1,1,1,162420,133634,1,1,1,1,1,1,1,1,1,1,356.138@3.5302498,356.138,3.5302498,8,+,"(357.1452, 25641.35)(358.1488, 5946.65)(359.143, 2593.43)(360.146, 629.93)"
256.0384@3.5323746,47544,69139,1,1,1,1,1,1,1,1,86257,77597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78083,68185,1,1,1,1,78483,63337,1,1,1,1,1,1,1,1,1,1,256.0384@3.5323746,256.0384,3.5323746,8,+,"(257.0454, 13263.56)(258.0489, 2346.48)(259.0424, 1198.8)"
473.5981@3.56,1,1,1,1,28072,1,1,1,1,1,1,14368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,473.5981@3.56,473.5981,3.56,2,+,"(496.5919, 784.22)(474.6052, 6579.67)"
557.3132@3.54525,33401,1,1,1,1,1,1,1,1,1,1,45982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29983,1,1,1,1,1,1,1,1,1,1,1,1,30681,1,1,1,1,1,1,1,1,557.3132@3.54525,557.3132,3.54525,4,+,"(580.3086, 2238.83)(558.3187, 5663.25)(559.3251, 1185.08)(560.3266, 552.59)"
309.2675@3.579125,1,1,1,1,1,1,1,1,1,1,792790,496802,1,1,792043,634501,1,1,1,1,1,1,1,1,1,1,705206,573718,803801,530285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,309.2675@3.579125,309.2675,3.579125,8,+,"(310.2747, 173267.61)(311.2777, 28941.67)(312.2806, 3367.63)"
240.1268@3.569125,1,1,1,1,923965,832248,1,1,1,1,890911,886889,1,1,1,1,914498,855219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,828561,761925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,240.1268@3.569125,240.1268,3.569125,8,+,"(263.1158, 15567.05)(264.1192, 2834.66)(265.1215, 545.13)(241.1341, 231095.03)(242.1371, 35465.3)(243.14, 3389.59)(244.1515, 349.0)(279.0883, 673.8)(481.2612, 2919.03)"
234.0083@3.587875,1,1,1,1,1,1,1,1,1,1,1030378,907316,1,1,1,1,1,1,1,1,1,1,1108997,969086,1,1,1011978,955480,1,1,1065071,877151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,234.0083@3.587875,234.0083,3.587875,8,+,"(235.0154, 361569.75)(236.0178, 28297.48)(237.0115, 11473.55)(238.0141, 1043.16)"
596.3554@3.5905,1,30467,1,1,1,1,1,1,1,1,1,26924,1,22269,1,1,1,1,1,1,1,1,1,1,1,24547,1,1,16794,1,1,1,1,1,1,1,1,1,1,1,1,1,17542,1,1,1,1,1,596.3554@3.5905,596.3554,3.5905,6,+,"(597.3621, 5887.57)(598.3533, 1326.9)"
472.9272@3.5922225,42999,73148,1,1,1,1,1,1,1,1,1,45770,1,1,1,58039,1,1,1,50546,1,1,1,1,1,1,1,1,1,1,1,48446,1,1,1,55764,1,1,1,1,1,1,1,1,47736,1,1,77081,472.9272@3.5922225,472.9272,3.5922225,9,+,"(473.9344, 9072.41)(474.9352, 2847.92)(475.9186, 2734.06)"
399.2047@3.6575,1,1,1,1,1,1,1,1,1,1,1,101832,1,1,1,120710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92674,1,92723,1,1,1,1,1,1,399.2047@3.6575,399.2047,3.6575,4,+,"(400.212, 30165.16)(401.2151, 7858.58)(402.2079, 2512.01)"
518.6025@3.664833,31247,34814,1,68474,1,59658,1,1,1,1,63108,70116,1,1,1,57495,1,1,1,1,1,1,56639,1,1,1,1,1,1,1,1,56544,1,1,1,1,1,1,1,1,1,65362,1,1,1,1,57479,49595,518.6025@3.664833,518.6025,3.664833,12,+,"(541.594, 945.0)(542.6094, 743.04)(519.6095, 6208.11)(520.6111, 4417.53)(521.6002, 3611.28)"
529.6048@3.694,1,1,1,1,1,1,1,196320,1,1,1,225617,1,176686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189470,1,1,1,1,1,1,1,1,1,1,529.6048@3.694,529.6048,3.694,4,+,"(530.6121, 38042.32)(531.6321, 7746.9)"
786.4499@3.7279,71847,1,1,127569,1,1,1,1,1,1,1,97067,126774,1,1,1,1,95523,1,1,1,1,1,1,107228,1,1,156107,1,1,97936,1,81581,1,1,1,1,1,1,1,1,1,1,1,144340,1,1,1,786.4499@3.7279,786.4499,3.7279,10,+,"(787.4567, 22803.04)(788.458, 8770.53)(789.4629, 2632.55)(825.4167, 1049.92)"
561.3105@3.7696667,1,1,1,1,1,1,1,1,1,1,1,120530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,152651,1,1,1,1,1,156677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,561.3105@3.7696667,561.3105,3.7696667,3,+,"(562.3178, 6744.28)(563.3143, 2133.1)(564.3023, 29297.28)(565.2977, 5621.25)"
210.0691@3.79725,1,1,1380498,1419954,1,1,1,1,1,1,1473121,1498644,1,1,1674639,1620537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1297156,1257119,1,1,1,1,1,1,1,1,1,1,210.0691@3.79725,210.0691,3.79725,8,+,"(211.0763, 479835.47)(212.0794, 54447.42)(213.0818, 5362.28)(214.0862, 492.53)"
257.1192@3.797875,1,1,7361719,8076599,1,1,1,1,1,1,8289002,8359504,1,1,9268920,9370502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7113099,6416654,1,1,1,1,1,1,1,1,1,1,257.1192@3.797875,257.1192,3.797875,8,+,"(537.2297, 702.03)(258.1272, 432330.4)(259.1299, 30232.29)(260.1333, 734.53)(296.0806, 413.62)(515.2453, 865214.0)(516.2486, 279807.34)(517.2511, 44760.95)(518.254, 5492.58)"
304.17@3.79775,1,1,1249137,1303193,1,1,1,1,1,1,1381410,1393230,1,1,1545045,1510378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1193875,1154836,1,1,1,1,1,1,1,1,1,1,304.17@3.79775,304.17,3.79775,8,+,"(305.1773, 380028.72)(306.1799, 69572.27)(307.1829, 6298.33)(308.1853, 867.39)"
298.1896@3.818077,1,1,1,1,1,1,1,20623,1,17256,1,19332,20703,15959,1,1,1,1,15777,1,1,1,1,17665,1,1,18105,14412,1,1,14748,1,19552,1,1,1,1,1,1,1,1,1,1,1,1,20241,1,28134,298.1896@3.818077,298.1896,3.818077,13,+,"(299.1971, 6948.49)(300.1993, 1405.66)(301.1851, 505.37)(635.3438, 1215.55)"
602.9823@3.8179998,55874,1,65377,1,1,1,1,74361,1,1,1,65251,1,1,1,67185,85879,1,1,1,1,1,1,1,1,1,1,1,1,1,58926,1,1,67990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,602.9823@3.8179998,602.9823,3.8179998,8,+,"(603.9894, 11328.25)(605.0099, 4237.47)(606.0062, 2008.14)(641.9524, 465.63)"
259.1582@3.8357499,1,1,1,1,1,1,1,1,1,1,1808221,1818163,1,1,1,1,1,1,1,1,1,1,2016695,1962512,1,1,1,1,1,1,1,1,1626752,1717596,1576954,1654216,1,1,1,1,1,1,1,1,1,1,1,1,259.1582@3.8357499,259.1582,3.8357499,8,+,"(282.147, 72815.12)(283.1503, 11694.52)(284.1529, 1590.1)(260.1655, 582766.75)(261.1685, 91388.35)(262.1712, 7745.57)(263.169, 1140.26)(298.1208, 1572.39)"
203.1314@3.83475,1,1,1,1,1,1,1,1,1,1,67785,72311,1,1,1,1,1,1,1,1,1,1,70441,71456,1,1,1,1,1,1,1,1,64209,66204,62322,60669,1,1,1,1,1,1,1,1,1,1,1,1,203.1314@3.83475,203.1314,3.83475,8,+,"(204.1398, 18240.35)(205.1425, 2938.43)(206.1443, 289.3)"
186.1048@3.7932858,1,1,1,1,1,1,1,1,1,1,41229,42073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39349,40272,35331,39103,1,17723,1,1,1,1,1,1,1,1,1,1,186.1048@3.7932858,186.1048,3.7932858,7,+,"(187.1121, 11131.08)(188.1154, 1596.49)"
158.0731@3.83575,1,1,1,1,1,1,1,1,1,1,31143,34507,1,1,1,1,1,1,1,1,1,1,33009,35464,1,1,1,1,1,1,1,1,31668,31624,27125,30021,1,1,1,1,1,1,1,1,1,1,1,1,158.0731@3.83575,158.0731,3.83575,8,+,"(159.0804, 10795.23)(160.0837, 1407.76)"
583.6731@3.8238122,1,1,1,58405,53164,1,1,1,1,1,51298,54350,1,1,1,1,1,1,56191,46558,1,1,1,50507,51648,1,52242,1,1,1,58787,1,1,1,1,56235,1,48718,1,54614,50637,1,1,1,53549,1,49351,1,583.6731@3.8238122,583.6731,3.8238122,16,+,"(584.6805, 10873.76)(585.6804, 884.06)"
267.101@3.8493748,1,1,37177,38255,1,1,1,1,1,1,39468,42230,1,1,1,1,36230,37095,1,1,1,1,1,1,1,1,1,1,40651,33081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,267.101@3.8493748,267.101,3.8493748,8,+,"(268.1082, 9052.06)(269.1126, 1735.55)(270.1139, 430.35)"
389.1374@3.849875,1,1,136795,137274,1,1,1,1,1,1,144470,144128,1,1,1,1,143846,138229,1,1,1,1,1,1,1,1,1,1,150980,131091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,389.1374@3.849875,389.1374,3.849875,8,+,"(412.1268, 6171.07)(413.1299, 1829.86)(390.1449, 34240.39)(391.1478, 7643.44)(392.1524, 1206.13)(428.1013, 451.88)"
625.3486@3.8737776,59425,1,1,1,1,1,1,1,1,57084,1,59934,1,1,1,1,57008,64636,1,1,1,1,1,1,52392,52853,57631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57432,1,1,625.3486@3.8737776,625.3486,3.8737776,9,+,"(626.3559, 4629.97)(627.3482, 1666.46)(628.3717, 6289.84)(629.3642, 647.11)"
195.0898@3.925875,1,1,1,1,48426,39541,1,1,1,1,46789,48272,1,1,1,1,45143,47082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43481,43950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,195.0898@3.925875,195.0898,3.925875,8,+,"(196.097, 14348.79)(197.0996, 1752.94)(198.1033, 318.74)"
177.0792@3.925625,1,1,1,1,414675,375173,1,1,1,1,407387,427399,1,1,1,1,413177,415658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,378553,383052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,177.0792@3.925625,177.0792,3.925625,8,+,"(178.0866, 132355.36)(179.0897, 12917.54)(180.0998, 1386.85)"
328.1424@3.92575,1,1,1,1,303950,262645,1,1,1,1,290397,302144,1,1,1,1,298587,283776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,269825,273376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,328.1424@3.92575,328.1424,3.92575,8,+,"(351.1317, 69031.22)(352.1348, 12924.56)(353.1399, 1824.04)(354.1434, 229.18)(329.1499, 23976.46)(330.1531, 4181.62)(331.1545, 895.8)(367.1052, 2075.75)(368.1087, 619.52)"
648.36@3.99975,1,1,35025,1,1,1,1,1,1,1,42105,31636,1,1,1,1,1,25922,1,1,1,1,1,1,1,1,1,1,34829,1,1,1,27491,1,33884,1,1,1,1,1,1,1,1,1,33842,1,1,1,648.36@3.99975,648.36,3.99975,8,+,"(649.3673, 1555.21)(650.358, 559.9)(651.367, 7105.25)(652.3696, 3363.31)"
548.3142@4.0271873,1,1,1,1,1,1,1,1,1,86937,1,78464,1,1,1,1,99479,1,1,1,1,1,1,1,69820,1,1,1,89605,61210,102704,1,1,59173,81508,64468,1,1,1,1,69314,51882,66292,1,82193,1,75496,49966,548.3142@4.0271873,548.3142,4.0271873,16,+,"(571.3013, 3238.98)(549.3215, 20806.97)"
356.0849@4.0417495,1,1,1,1,1,1,1,1,1,1,330637,171758,1,1,1,1,1,1,287006,129326,1,1,1,1,1,1,1,1,329967,199397,1,1,1,1,1,1,1,1,1,1,237606,142574,1,1,1,1,1,1,356.0849@4.0417495,356.0849,4.0417495,8,+,"(379.0728, 11859.28)(380.0754, 2507.78)(381.0702, 1011.71)(357.0904, 107550.44)(358.0937, 20514.16)(359.09, 4764.93)(360.0906, 1006.27)(713.1758, 579.2)"
564.6332@4.0325003,1,1,1,1,1,1,1,1,1,1,1,78679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71336,1,1,1,1,1,1,1,564.6332@4.0325003,564.6332,4.0325003,2,+,"(565.6409, 15531.34)(566.6416, 1795.48)"
564.2955@4.0480003,1,1,1,153694,1,1,1,1,1,1,1,114662,1,1,1,1,167065,1,1,1,1,1,1,1,1,1,157483,1,1,1,1,1,147168,1,1,84732,1,1,1,1,104160,74443,1,1,1,100522,1,1,564.2955@4.0480003,564.2955,4.0480003,9,+,"(565.3028, 30359.05)(566.305, 5097.1)(567.3106, 21046.21)(568.3081, 1545.24)(569.3172, 1211.99)"
625.0033@4.107,1,1,1,1,1,1,1,1,1,1,1,26412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,625.0033@4.107,625.0033,4.107,1,+,"(626.0105, 8059.61)(627.0141, 1317.95)"
356.0744@4.12825,1,1,1,1,1,1,1,1,1,1,95219,35731,1,1,1,1,1,1,68015,28297,1,1,1,1,1,1,1,1,44597,48534,1,1,1,1,1,1,1,1,1,1,67670,34792,1,1,1,1,1,1,356.0744@4.12825,356.0744,4.12825,8,+,"(379.0644, 1600.48)(380.0674, 397.18)(357.082, 18482.1)(358.0856, 4160.26)(359.0817, 1114.71)"
622.9988@4.136,1,1,1,1,1,1,1,1,1,1,1,45386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,622.9988@4.136,622.9988,4.136,1,+,"(624.0061, 11077.94)(625.0107, 2910.86)(626.0182, 10581.06)"
654.3611@4.1575,1,1,1,1,1,1,1,1,1,1,31992,39542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,654.3611@4.1575,654.3611,4.1575,2,+,"(655.3684, 5442.19)(656.3563, 1164.73)(657.3831, 3055.98)"
604.3367@4.22,1,1,1,1,1,1,1,1,1,1,1,64644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,604.3367@4.22,604.3367,4.22,1,+,"(605.344, 2325.84)(606.3467, 1232.83)(607.3442, 16602.13)"
171.1625@4.3673,25644,26546,1,1,22799,23257,1,1,1,1,22730,19543,24107,25406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17366,1,1,1,1,15659,171.1625@4.3673,171.1625,4.3673,10,+,"(194.1506, 604.52)(172.1699, 7821.29)(173.1729, 919.7)"
256.1071@4.34425,1,1,1,1,1,1,1,20363,1,1,1,25571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40231,1,1,1,1,33853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,256.1071@4.34425,256.1071,4.34425,4,+,"(257.1144, 6753.45)(258.1184, 1205.99)(259.117, 3822.57)"
322.1755@4.6055,1,1,1,1,1,30353,1,1,1,1,1,42951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,322.1755@4.6055,322.1755,4.6055,2,+,"(323.1827, 8923.66)(324.1836, 3122.87)"
432.2594@4.639714,31588,23427,1,29313,1,1,1,1,1,1,1,59083,1,1,1,1,76182,1,1,1,1,1,1,1,68567,1,1,1,1,1,1,1,1,1,1,65618,1,1,1,1,1,1,1,1,1,1,1,1,432.2594@4.639714,432.2594,4.639714,7,+,"(433.2668, 12276.01)(434.2696, 3587.94)(435.2716, 991.85)"
433.2438@4.75475,1,1,1,1,1,72420,1,1,1,1,1,90755,1,1,1,1,1,1,1,1,1,1,1,87208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,154337,1,1,1,1,1,1,433.2438@4.75475,433.2438,4.75475,4,+,"(434.251, 30714.97)(435.253, 9069.13)"
288.173@4.789,1,1,1,1,1,1,1,1,1,1,1,27643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24479,1,1,1,1,1,1,1,1,1,1,1,1,288.173@4.789,288.173,4.789,2,+,"(289.1803, 8913.34)(290.1832, 2018.43)"
158.1097@4.789,1,27582,1,1,1,1,1,1,1,1,1,23335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,158.1097@4.789,158.1097,4.789,2,+,"(159.117, 9860.96)(160.1194, 1664.54)"
430.233@4.7944283,40457,174426,1,1,1,1,1,1,1,1,1,151982,1,1,1,1,67230,135083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51014,132055,1,1,1,1,1,1,1,1,1,1,1,1,430.233@4.7944283,430.233,4.7944283,7,+,"(431.2403, 43612.42)(432.2431, 11794.67)(433.2335, 2821.69)"
223.0996@4.7929997,1,69443,1,1,1,1,1,1,1,1,1,59556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53534,1,1,1,1,1,1,1,1,1,1,1,1,223.0996@4.7929997,223.0996,4.7929997,3,+,"(224.1069, 6214.48)(447.2062, 4126.14)(448.2113, 1476.11)(449.2104, 1659.96)"
214.0963@4.8714,33720,1,1,1,1,1,1,1,1,1,1,44260,1,1,1,1,1,28092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40291,1,1,1,1,1,1,1,23347,1,1,1,1,1,214.0963@4.8714,214.0963,4.8714,5,+,"(237.0817, 471.04)(215.1022, 9596.92)(216.1063, 819.04)(467.1603, 1530.97)(468.1649, 552.26)(429.2047, 2087.12)(430.2077, 689.19)"
184.1247@4.866667,1,182236,1,1,1,1,1,1,1,1,205312,181429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,184.1247@4.866667,184.1247,4.866667,3,+,"(185.1323, 74942.42)(186.1358, 10677.16)"
228.1516@4.867625,119505,123616,1,1,1,1,1,1,1,1,115220,102412,1,1,1,1,101570,91866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78352,89497,1,1,1,1,1,1,1,1,1,1,1,1,228.1516@4.867625,228.1516,4.867625,8,+,"(229.159, 34250.34)(230.162, 5513.01)(231.1696, 525.02)"
210.1409@4.8687496,63148,66819,1,1,1,1,1,1,1,1,84341,66483,1,1,1,1,54617,46253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50689,52426,1,1,1,1,1,1,1,1,1,1,1,1,210.1409@4.8687496,210.1409,4.8687496,8,+,"(211.1482, 17634.87)(212.1515, 3075.75)(213.1512, 654.3)(459.241, 1353.47)(460.2525, 920.22)"
270.1623@4.8685,325465,365908,1,1,1,1,1,1,1,1,303439,273747,1,1,1,1,290517,248046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,267998,254733,1,1,1,1,1,1,1,1,1,1,1,1,270.1623@4.8685,270.1623,4.8685,8,+,"(271.1698, 76973.86)(272.1729, 13634.53)(273.1777, 2109.19)(274.1859, 185.25)"
158.1098@4.869125,143583,159913,1,1,1,1,1,1,1,1,130785,118297,1,1,1,1,128322,114341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122881,111770,1,1,1,1,1,1,1,1,1,1,1,1,158.1098@4.869125,158.1098,4.869125,8,+,"(159.1171, 46062.56)(160.1202, 6021.66)(161.1286, 230.25)(197.0763, 1958.69)"
288.1728@4.8620715,109461,125543,1,1,1,1,1,1,1,1,74397,64582,29117,23571,1,1,75224,64891,1,1,1,1,1,1,27896,25821,33303,27983,1,1,1,1,1,1,66511,63026,1,1,1,1,1,1,1,1,1,1,1,1,288.1728@4.8620715,288.1728,4.8620715,14,+,"(289.1802, 19345.94)(290.1834, 4018.64)(291.1874, 1222.65)"
390.2411@4.860111,1259008,1392341,1,1,1,1,1,1,1,1,1128062,917625,1,1,1,1,1091097,952801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,981830,960283,1,1,1,1,1,1,1,1,51705,1,1,1,390.2411@4.860111,390.2411,4.860111,9,+,"(413.2305, 194721.86)(414.2333, 41576.84)(803.4683, 804.16)(804.4728, 632.43)(391.2483, 193787.47)(392.2512, 43244.28)(393.2587, 5917.74)(429.2035, 2672.38)(430.2091, 769.37)(431.2039, 542.83)"
333.0687@4.89475,1,1,149746,137461,1,1,1,1,1,1,149425,90325,1,1,1,1,1,1,1,1,1,1,1,1,116793,115218,1,1,1,1,1,1,97237,96361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,333.0687@4.89475,333.0687,4.89475,8,+,"(356.0577, 4286.92)(357.0602, 990.87)(358.0548, 2869.59)(359.0574, 745.78)(360.0519, 429.37)(334.076, 14917.0)(335.0792, 3299.88)(336.073, 10040.2)(337.0765, 2345.77)(338.0712, 1769.74)"
368.2333@4.927375,1,1,1,1,1,1,1,1,1,1,1,21961,1,1,1,1,1,1,1,1,1,1,21589,26171,1,1,1,1,1,1,1,24193,1,1,1,1,1,1,1,1,1,1,29059,1,42572,24007,1,34532,368.2333@4.927375,368.2333,4.927375,8,+,"(759.4496, 465.82)(369.2401, 7494.69)(370.2435, 1921.58)(371.2392, 723.98)"
190.1358@5.043667,1,1,1,1,1,61887,1,1,1,1,55394,60071,1,1,54074,1,1,1,1,57480,1,1,1,1,1,1,1,1,1,1,1,1,57971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,190.1358@5.043667,190.1358,5.043667,6,+,"(403.2657, 764.66)(191.1431, 19203.77)(229.099, 1404.95)"
340.0929@5.0486665,1,1,1,1,1,1,1,1,1,1,1,26268,1,1,1,1,1,1,1,21415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25135,1,1,1,1,1,1,340.0929@5.0486665,340.0929,5.0486665,3,+,"(363.0818, 581.4)(341.1004, 5891.65)(342.1032, 1450.76)(343.0983, 522.22)"
582.2929@5.3216662,1,1,1,1,1,1,1,1,1,1,1,35701,1,1,1,1,1,19918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27414,1,1,1,1,1,1,1,1,1,1,1,1,1,582.2929@5.3216662,582.2929,5.3216662,3,+,"(583.3002, 988.99)(584.2938, 445.36)(585.3028, 6878.54)(586.3073, 2221.5)"
688.4277@5.5769997,40391,72459,1,1,1,1,1,1,1,54054,51445,94384,1,1,1,1,124335,1,1,76058,1,1,1,1,105936,1,1,1,1,1,1,1,107900,37730,1,70891,1,1,1,1,76284,1,1,1,1,1,1,1,688.4277@5.5769997,688.4277,5.5769997,12,+,"(689.4346, 28506.24)(690.4368, 11926.67)(691.4373, 3621.78)"
